0,1,idQ,idA
what is the genus of the sars covid,Nomenclature about covid virus ?,140,13
where does the word covid come from,Nomenclature about covid virus ?,364,13
shouldnt covid be declared as a pandemic,Nomenclature about covid virus ?,568,13
why covid called covid,Nomenclature about covid virus ?,450,13
have covid deaths peaked,Tell me some report of covid virus .,119,10
did covid peak,Tell me some report of covid virus .,684,10
why are the world politicians underestimating covid,Tell me some report of covid virus .,320,10
is the media hiding what is really going on in us hospitals amidst covid,Tell me some report of covid virus .,921,10
what are some rumors related to covid,Tell me some report of covid virus .,683,10
who covid mortality rate,Tell me some report of covid virus .,917,10
are covid cases going down,Tell me some report of covid virus .,896,10
are covid cases decreasing,Tell me some report of covid virus .,886,10
do you think the statistics on covid cases are underestimated,Tell me some report of covid virus .,397,10
are covid numbers going down,Tell me some report of covid virus .,950,10
is it true that covid is steadily declining,Tell me some report of covid virus .,135,10
do you think they will make a movie about covid,Tell me some report of covid virus .,643,10
can we expect new movies after covid,Tell me some report of covid virus .,585,10
what is the number of victims worldwide due to covid,Tell me some report of covid virus .,861,10
when was the first case of covid identified,Tell me some report of covid virus .,918,10
which covid model is best,Tell me some report of covid virus .,1037,10
can someone contract covid and not die,Tell me some report of covid virus .,888,10
how effective is the measure of social distancing in the fight against covid,Tell me some report of covid virus .,640,10
does china give correct information to other countries on covid,Tell me some report of covid virus .,245,10
where and when was covid first identified,Tell me some report of covid virus .,644,10
what are the safety measures taken globally to prevent covid,Some response from the societies,635,3
are you panicking over the covid,Some response from the societies,96,3
why does the usa have more confirmed covid cases than china,Some response from the societies,599,3
since covid came out has it scared you,Some response from the societies,331,3
is trump managing well on covid,Some response from the societies,298,3
what is china doing to stop the spread of covid,Some response from the societies,435,3
why are people more concerned with going back to work than staying home until the covid virus improves,Some response from the societies,149,3
is covid a hoax,Some response from the societies,703,3
how scared are you about covid,Some response from the societies,924,3
is the fear around the covid overblown justified or too early to say,Some response from the societies,213,3
what is cdc doing about covid,Some response from the societies,112,3
what are the various steps countries are taking to contain the covid,Some response from the societies,29,3
how concerned are you about the covid that causes covid,Some response from the societies,632,3
why is the usa so ill equipped to deal with covid when its supposedly the most advanced nation on earth,Some response from the societies,696,3
what do you think of trumps idea to inject disinfectant into your body as a cure for covid,Some response from the societies,212,3
why has trump stated that injecting disinfectant will kill covid in a minute,Some response from the societies,253,3
what should health care providers laboratories and health departments do,Some response from the societies,816,3
is covid that bad,Some response from the societies,446,3
why is the us so far behind other countries with testing,Some response from the societies,634,3
do you think the covid outbreak is really serious,Some response from the societies,570,3
what are you now avoiding as a result of the covid outbreak,How is the covid affect societies ?,502,14
how is the new covid disease going to affect the world,How is the covid affect societies ?,243,14
how has covid affected your job or career so far,How is the covid affect societies ?,225,14
how has covid impacted you so far,How is the covid affect societies ?,338,14
how can i prepare in case my childs school child care facility or university is dismissed,How is the covid affect societies ?,845,14
why doesnt china apologize for causing covid,How is the covid affect societies ?,273,14
have your views towards china changed after the burst of covid,How is the covid affect societies ?,798,14
could covid create world war like conditions,How is the covid affect societies ?,646,14
how will covid affect our generation,How is the covid affect societies ?,329,14
what would happen if trump tests positive for covid,How is the covid affect societies ?,537,14
will covid end the world,How is the covid affect societies ?,231,14
what happens if lockdown cant prevent from covid for a whole year especially that there is no vaccine and cure,How is the covid affect societies ?,488,14
what would be the aftermath of the covid outbreak,How is the covid affect societies ?,215,14
how is life before covid and after covid,How is the covid affect societies ?,508,14
how do you think is the new normal going to look like in after covid days to come,How is the covid affect societies ?,192,14
will the chinese government be held accountable in any way for the covid virus epidemic,How is the covid affect societies ?,623,14
how has covid affected your everyday life,How is the covid affect societies ?,525,14
how do you see china after the outbreak of covid,How is the covid affect societies ?,625,14
how covid will change the world,How is the covid affect societies ?,903,14
what will be some unexpected outcomes of the 2020 covid pandemic,How is the covid affect societies ?,409,14
who is covid patient 0,Where is the origin of the covid virus ?,929,9
was covid released on purpose,Where is the origin of the covid virus ?,257,9
did covid come from bats,Where is the origin of the covid virus ?,115,9
where covid come from,Where is the origin of the covid virus ?,464,9
did covid come from pangolin,Where is the origin of the covid virus ?,33,9
was covid weaponized,Where is the origin of the covid virus ?,651,9
where covid really come from,Where is the origin of the covid virus ?,2,9
is covid bioterrorism,Where is the origin of the covid virus ?,1001,9
what is a natural reservoir of covid,Where is the origin of the covid virus ?,82,9
where covid originated,Where is the origin of the covid virus ?,333,9
where covid came from,Where is the origin of the covid virus ?,150,9
was covid man made,Where is the origin of the covid virus ?,792,9
did covid escape from a research lab,Where is the origin of the covid virus ?,996,9
did covid come from a lab,Where is the origin of the covid virus ?,652,9
did covid start with a bat,Where is the origin of the covid virus ?,870,9
is our destruction of nature responsible for covid,Where is the origin of the covid virus ?,349,9
where covid originate,Where is the origin of the covid virus ?,770,9
did covid start with bats,Where is the origin of the covid virus ?,616,9
if covid wasnt engineered how did it develop,Where is the origin of the covid virus ?,216,9
what is the true origin of the covid virus and is the wuhan bat snacking hypothesis credible,Where is the origin of the covid virus ?,55,9
what disinfectants kill the covid virus,How can I protect myself from a covid infection ?,137,11
will covid vaccines be effective since a recovered person can contract the virus again,How can I protect myself from a covid infection ?,685,11
should i use a mask,How can I protect myself from a covid infection ?,726,11
how can i make sure to not get affected with the novel covid virus,How can I protect myself from a covid infection ?,791,11
what materials are you using to make homemade face masks for covid,How can I protect myself from a covid infection ?,459,11
can hydrogen peroxide kill the covid virus,How can I protect myself from a covid infection ?,477,11
how can i protect my child from a covid infection,How can I protect myself from a covid infection ?,626,11
should i purchase personal protective equipment for me and my family,How can I protect myself from a covid infection ?,10,11
can i use vodka as hand sanitizer,How can I protect myself from a covid infection ?,531,11
should i get a face mask,How can I protect myself from a covid infection ?,402,11
do masks help prevent the spread of covid,How can I protect myself from a covid infection ?,649,11
how are you avoiding gaining the covid,How can I protect myself from a covid infection ?,401,11
what company will produce the vaccine for covid,How can I protect myself from a covid infection ?,323,11
if novel covid antibodies may or may not offer long term immunity how would a vaccine help,How can I protect myself from a covid infection ?,991,11
is public transport best avoided given the covid outbreak,How can I protect myself from a covid infection ?,269,11
should i wear a mask to protect myself,How can I protect myself from a covid infection ?,515,11
if the h1n1 vaccine was developed so quickly why does the covid vaccine take so much time,How can I protect myself from a covid infection ?,526,11
should i wear a facemask,How can I protect myself from a covid infection ?,1039,11
how do i keep safe from covid,How can I protect myself from a covid infection ?,859,11
how do i stop covid,How can I protect myself from a covid infection ?,1036,11
why is it being advised to not take ibuprofen if one has covid,What are treatments of covid ?,949,6
what is the effect of chloroquine(cq) and hydroxychloroquine(hcq) on endosomal maturation and endocytosis in covid treatment,What are treatments of covid ?,954,6
should covid patients be intubated,What are treatments of covid ?,806,6
is there any cure for covid,What are treatments of covid ?,598,6
do chloroquine and azithromycin really work to handle severe cases of covid,What are treatments of covid ?,310,6
evidence of hydroxychloroquine(hcq) being anti inflammatory in covid critically ill patients with elevated plasma cytokines,What are treatments of covid ?,725,6
how should you treat the covid at home,What are treatments of covid ?,14,6
should i spray myself or my kids with disinfectant,What are treatments of covid ?,473,6
will a pneumonia or flu vaccine help protect against covid,What are treatments of covid ?,982,6
who will find the cure against the covid,What are treatments of covid ?,887,6
should covid patients take ibuprofen,What are treatments of covid ?,591,6
why is quinine effective in curing covid,What are treatments of covid ?,481,6
can quinine be taken to fight this covid virus,What are treatments of covid ?,602,6
should covid patients avoid ibuprofen,What are treatments of covid ?,1020,6
who do you believe about using hydroxychloroquine to treat covid,What are treatments of covid ?,889,6
do covid patients on ventilators recover,What are treatments of covid ?,937,6
what is trumps motivation for promoting hydroxychloroquine as a covid treatment,What are treatments of covid ?,111,6
why wouldnt tamiflu help against covid,What are treatments of covid ?,484,6
why should you not take advil during the covid pandemic,What are treatments of covid ?,224,6
what is hydroxylchloroquine and is it effective in the treatment of covid,What are treatments of covid ?,771,6
why covid testing,Testing knowledge of covid .,785,5
is it imperative to be tested for covid,Testing knowledge of covid .,53,5
should i be tested for covid,Testing knowledge of covid .,894,5
are covid tests reliable,Testing knowledge of covid .,812,5
what type of test was initially developed to screen for covid,Testing knowledge of covid .,198,5
what could be the implication of covid virus in anal swabs,Testing knowledge of covid .,136,5
when to get tested for covid,Testing knowledge of covid .,373,5
why cant we just test everyone in the us,Testing knowledge of covid .,675,5
in addition to oral swabs which tests detected the presence of covid virus,Testing knowledge of covid .,1017,5
should i get my pet tested for covid,Testing knowledge of covid .,246,5
which covid test is more accurate,Testing knowledge of covid .,375,5
what kind of test is being used to diagnose if i have covid,Testing knowledge of covid .,394,5
if antibody tests are not used for diagnosis or exclusion of covid infection what is their purpose,Testing knowledge of covid .,860,5
what is the relationship between the presence of virus in anal swabs and disease severity in covid,Testing knowledge of covid .,707,5
how covid test is done,Testing knowledge of covid .,930,5
why covid testing is important,Testing knowledge of covid .,415,5
how do testing kits for covid detect the virus,Testing knowledge of covid .,226,5
is there a test for covid,Testing knowledge of covid .,786,5
why are we still not testing everyone for covid,Testing knowledge of covid .,805,5
which covid antibody tests are accurate,Testing knowledge of covid .,102,5
what is the difference between seasonal flu and covid,What is the difference between covid and other diseases ?,555,7
why worry about covid when the flu kills so many people,What is the difference between covid and other diseases ?,981,7
which covid is sars,What is the difference between covid and other diseases ?,293,7
how do i know if it is covid or just the common flu,What is the difference between covid and other diseases ?,722,7
is covid the black death of the 21st century,What is the difference between covid and other diseases ?,989,7
why covid is not the flu,What is the difference between covid and other diseases ?,776,7
is covid worse than flu,What is the difference between covid and other diseases ?,879,7
was there a covid 18 before covid,What is the difference between covid and other diseases ?,290,7
is covid worse than the flu,What is the difference between covid and other diseases ?,759,7
what happened to covid 1 18 and will there be a covid 20,What is the difference between covid and other diseases ?,701,7
why covid is worse than flu,What is the difference between covid and other diseases ?,621,7
has covid been around for a while,What is the difference between covid and other diseases ?,277,7
why is covid nothing like the flu,What is the difference between covid and other diseases ?,261,7
is the covid pandemic comparable to the black death pandemic,What is the difference between covid and other diseases ?,547,7
has covid always existed,What is the difference between covid and other diseases ?,881,7
why covid is different than the flu,What is the difference between covid and other diseases ?,633,7
did covid exist years before scientists discovered it,What is the difference between covid and other diseases ?,512,7
has covid been in humans for years,What is the difference between covid and other diseases ?,841,7
whats the difference between covid and sars cov 2,What is the difference between covid and other diseases ?,686,7
how can we distinguish covid from flu as a patient,What is the difference between covid and other diseases ?,45,7
how can i make quick cash during the covid pandemic,How covid affects the economic ?,436,12
which sectors would create jobs following the covid pandemic,How covid affects the economic ?,330,12
is china gaining from the covid pandemic economically,How covid affects the economic ?,3,12
what investment strategies will be promising after the covid outbreak ends,How covid affects the economic ?,671,12
is it the right time to invest in the stock market as the market is unstable due to the covid fear,How covid affects the economic ?,828,12
will real estate prices go down with the covid panic,How covid affects the economic ?,30,12
how can i save money when i am working from home because of covid,How covid affects the economic ?,279,12
what damage to the economy will covid cause,How covid affects the economic ?,460,12
which stocks should i buy during the covid outbreak,How covid affects the economic ?,372,12
how will covid affect the financial market,How covid affects the economic ?,514,12
how is covid affecting peoples personal finance,How covid affects the economic ?,79,12
which is the best business to start amidst covid,How covid affects the economic ?,676,12
will covid trigger a global recession,How covid affects the economic ?,972,12
where should we invest after covid ends,How covid affects the economic ?,97,12
why are stock markets dipping in response to covid,How covid affects the economic ?,716,12
will there be a lot of layoffs in the tech industry due to the covid pandemic,How covid affects the economic ?,763,12
can you make money online during covid country lockdown,How covid affects the economic ?,790,12
how has covid affected cryptocurrencies,How covid affects the economic ?,165,12
which industries are likely to flourish during the covid pandemic,How covid affects the economic ?,288,12
what is it that is making the stock market even better amid the covid pandemic,How covid affects the economic ?,761,12
which covid symptom is first,What is the symptoms of covid ?,780,4
what are the early symptoms of the covid,What is the symptoms of covid ?,61,4
which covid symptoms appear first,What is the symptoms of covid ?,87,4
are covid symptoms sudden,What is the symptoms of covid ?,738,4
what covid feels like,What is the symptoms of covid ?,462,4
do covid symptoms come on quickly,What is the symptoms of covid ?,932,4
do covid symptoms come on suddenly,What is the symptoms of covid ?,69,4
what illness is caused by the covid covid,What is the symptoms of covid ?,427,4
what covid symptoms,What is the symptoms of covid ?,454,4
what are the symptoms of covid 2019,What is the symptoms of covid ?,485,4
do covid symptoms come and go,What is the symptoms of covid ?,1041,4
what are the symptoms and complications that covid can cause,What is the symptoms of covid ?,994,4
have covid with no symptoms,What is the symptoms of covid ?,748,4
does covid have any neurological symptoms,What is the symptoms of covid ?,901,4
is it possible to have covid without any symptoms at all,What is the symptoms of covid ?,175,4
is it true young people with covid are also having blood clots and strokes,What is the symptoms of covid ?,911,4
what are the most common symptoms of covid,What is the symptoms of covid ?,317,4
do covid symptoms come on fast,What is the symptoms of covid ?,210,4
what is the name of the disease caused buy covid,What is the symptoms of covid ?,134,4
who covid symptoms,What is the symptoms of covid ?,74,4
which covid symptoms lead to death,Having COVID,983,2
why are some people asymptomatic while others can be highly symptomatic with the covid,Having COVID,46,2
does covid cause permanent lung damage,Having COVID,483,2
had covid and recovered,Having COVID,219,2
what covid does to your body,Having COVID,186,2
if infected with covid can you survive it and recover,Having COVID,705,2
how long does it take to recover,Having COVID,6,2
does covid go away,Having COVID,734,2
will covid kill me,Having COVID,1008,2
what covid do,Having COVID,227,2
why are so many people who get the covid asymptomatic,Having COVID,493,2
how covid attacks the body,Having COVID,405,2
does covid cause irreversible damage to the respiratory system,Having COVID,294,2
how long is the incubation period for covid,Having COVID,969,2
for how long do people stay infected with covid,Having COVID,943,2
is covid deadly,Having COVID,387,2
what lasting health impact will covid have on those who recover from covid,Having COVID,781,2
can old people with covid survive,Having COVID,810,2
what covid does to the body,Having COVID,170,2
how does the covid virus cause death in the infected patient,Having COVID,653,2
what would you do if you found out you had covid,What would you if you found out you or other had covid ?,690,1
what are your tips for staying productive while staying home during the covid pandemic,What would you if you found out you or other had covid ?,280,1
how do we cope with stress during covid,What would you if you found out you or other had covid ?,733,1
what do i do if i think im sick,What would you if you found out you or other had covid ?,282,1
have you changed any of your plans due to covid,What would you if you found out you or other had covid ?,81,1
what can i do if my loved one suspects they have covid,What would you if you found out you or other had covid ?,577,1
why are so many people not taking the covid threat seriously,What would you if you found out you or other had covid ?,50,1
how are you using the sudden surplus of time you have due to the covid social distancing and closures,What would you if you found out you or other had covid ?,126,1
what are you doing to spend time while staying home due to covid,What would you if you found out you or other had covid ?,76,1
what is the one thing you want to do when covid is over,What would you if you found out you or other had covid ?,72,1
why are people visiting the beaches during the covid crisis,What would you if you found out you or other had covid ?,162,1
why are the naysayers saying the covid isnt real,What would you if you found out you or other had covid ?,567,1
whats something youve enjoyed since covid quarantining,What would you if you found out you or other had covid ?,697,1
how are you planning to spend the next 21 curfew days due to covid,What would you if you found out you or other had covid ?,988,1
should i cancel my trip,What would you if you found out you or other had covid ?,528,1
what should i do if someone in my house gets sick with covid,What would you if you found out you or other had covid ?,789,1
would you consider getting a vaccine for covid,What would you if you found out you or other had covid ?,283,1
will you take a mandatory covid vaccine,What would you if you found out you or other had covid ?,1047,1
are covid hoax hypotheses a form of denial based coping,What would you if you found out you or other had covid ?,174,1
what should you do if you suspect you have covid,What would you if you found out you or other had covid ?,286,1
is it possible for covid to come again,Speculation on the impact of COVID-19 .,305,0
can covid return after lockdown is lifted,Speculation on the impact of COVID-19 .,665,0
what are the chances that covid will hit again,Speculation on the impact of COVID-19 .,795,0
in what ways can covid infect medical staff,How covid spread ?,221,8
is it possible to be infected by an asymptomatic person,How covid spread ?,21,8
can contacts put me at risk for covid,How covid spread ?,58,8
are contacts likely to spread covid,How covid spread ?,325,8
is it better to wear glasses than contacts,How covid spread ?,114,8
how are medical workers being infected,How covid spread ?,603,8
will mosquitoes give me covid,How covid spread ?,1,8
is it possible to get covid from someone who died of covid,How covid spread ?,359,8
is it possible for water to transmit covid,How covid spread ?,754,8
is it possible for kids to get covid,How covid spread ?,38,8
is it dangerous to get donated blood,How covid spread ?,601,8
will i get covid if i go to the store,How covid spread ?,355,8
am i more likely to get covid from contacts,How covid spread ?,301,8
can covid spread through water,How covid spread ?,539,8
will i get covid by being near someone who recovered from covid,How covid spread ?,429,8
is it okay to go buy groceries,How covid spread ?,95,8
can covid be transmitted after death,How covid spread ?,718,8
what is the relationship between age and risk of covid,How covid spread ?,407,8
what is the relationship between blood type and risk of covid infection,How covid spread ?,803,8
are recovered covid patients still contagious,How covid spread ?,258,8
if i have recovered from covid will i be immune to it,How covid spread ?,267,8
for what reasons are hospital workers being exposed to covid,How covid spread ?,1045,8
how are blood donors being screened,How covid spread ?,391,8
can i get infected from donated blood,How covid spread ?,829,8
can i get covid from water,How covid spread ?,627,8
is it possible for animals in the wilderness to carry covid,How covid spread ?,374,8
should i be concerned about a wild animal giving me covid,How covid spread ?,389,8
how likely am i to get covid from mosquitoes,How covid spread ?,503,8
is it possible to get covid from mosquitoes,How covid spread ?,758,8
are dead covid patients still contagious,How covid spread ?,834,8
do recovered covid patients infect people,How covid spread ?,629,8
will i get covid from a wild animal,How covid spread ?,869,8
do certain blood types have less chance of getting covid,How covid spread ?,669,8
could covid potentially be transmitted through water,How covid spread ?,495,8
is it risky to be near wild animals,How covid spread ?,589,8
is it possible for donated blood to spread covid,How covid spread ?,885,8
how is covid infecting medical worekrs,How covid spread ?,766,8
is it safe to go shopping,How covid spread ?,706,8
can i be infected by someone who recovered from covid,How covid spread ?,217,8
is it risky to receive donated blood,How covid spread ?,417,8
can a dead covid patient infect me,How covid spread ?,153,8
is there a reason that covid is called a pandemic now,Nomenclature about covid virus ?,715,13
what is a covid,Nomenclature about covid virus ?,536,13
what does it mean that covid is novel,Nomenclature about covid virus ?,4,13
what is a pandemic,Nomenclature about covid virus ?,872,13
why is covid a pandemic,Nomenclature about covid virus ?,719,13
is covid supposed to be uppercase,Nomenclature about covid virus ?,672,13
is there a difference between covid being an epidemic and a pandemic,Nomenclature about covid virus ?,825,13
what is the scientifically accurate way to write covid,Nomenclature about covid virus ?,196,13
when would covid be considered a pandemic,Nomenclature about covid virus ?,93,13
am i wrong to capitalize covid,Nomenclature about covid virus ?,698,13
how is the novel covid different,Nomenclature about covid virus ?,430,13
what is the most reliable covid model right now,Tell me some report of covid virus .,836,10
have our efforts against covid helped,Tell me some report of covid virus .,583,10
which covid model should be used,Tell me some report of covid virus .,80,10
what is the predicted number of deaths due to covid,Tell me some report of covid virus .,882,10
whats the best covid model,Tell me some report of covid virus .,416,10
am i guaranteed to die if i have covid,Tell me some report of covid virus .,104,10
what is the current number of deaths due to covid,Tell me some report of covid virus .,664,10
could china be misleading us,Tell me some report of covid virus .,660,10
have we made progress in the fight against covid,Tell me some report of covid virus .,379,10
how many deaths will covid ultimately cause,Tell me some report of covid virus .,1015,10
which covid model can we trust,Tell me some report of covid virus .,902,10
when did we learn the sequence of covid,Some response from the societies,238,3
what strategies did china use to stop covid,Some response from the societies,691,3
why have so many people died from covid in the us,Some response from the societies,838,3
how long was the delay between noticing covid and getting its genome,Some response from the societies,287,3
why does the us have so many infections,Some response from the societies,189,3
how should medical centers respond to a covid patient,Some response from the societies,392,3
was trump serious when suggesting to fight covid with disinfectant injections,Some response from the societies,270,3
how long was needed to get covids full genome sequence,Some response from the societies,762,3
how come the us is hit so bad by covid,Some response from the societies,190,3
for what reasons is the us handling the pandemic so poorly,Some response from the societies,728,3
how are hospitals dealing with covid,Some response from the societies,105,3
do hospitals have special steps for covid patients,Some response from the societies,385,3
how was china able to control covid so well,Some response from the societies,864,3
are there any specific procedures for hospitals to follow,Some response from the societies,850,3
when he suggested that injecting disinfectant could cure covid was trump joking,Some response from the societies,1027,3
what was the time needed to get the full sequence of covid,Some response from the societies,908,3
is trump to blame for the covid outbreak,How is the covid affect societies ?,1044,14
can we blame trump for covid,How is the covid affect societies ?,756,14
what would be the best way to hold china accountable for covid,How is the covid affect societies ?,663,14
is my child still able to learn while in lockdown,How is the covid affect societies ?,778,14
is the world going to end because of covid,How is the covid affect societies ?,757,14
what steps should i take to ensure my child keeps learning,How is the covid affect societies ?,344,14
what will the effects of covid be on the election,How is the covid affect societies ?,19,14
will the presidential election be affected by covid,How is the covid affect societies ?,1021,14
if school is cancelled how will my kid learn,How is the covid affect societies ?,997,14
is covid the end of humanity,How is the covid affect societies ?,182,14
in what ways have people been affected by covid,How is the covid affect societies ?,28,14
is there any way to penalize china for covid,How is the covid affect societies ?,984,14
could covid kill all humans,How is the covid affect societies ?,1005,14
how can i make sure my child continues to get their education,How is the covid affect societies ?,418,14
how long ago was covid first found,Where is the origin of the covid virus ?,264,9
what is the start date of covid,Where is the origin of the covid virus ?,529,9
how covid began,Where is the origin of the covid virus ?,443,9
how did covid begin,Where is the origin of the covid virus ?,573,9
where was covid found,Where is the origin of the covid virus ?,315,9
how did covid come to be,Where is the origin of the covid virus ?,600,9
how did covid get started,Where is the origin of the covid virus ?,265,9
are there ways other than hand sanitizer and soap to kill covid,How can I protect myself from a covid infection ?,559,11
are there any recommended products for disinfecting covid,How can I protect myself from a covid infection ?,91,11
is it possible to disinfect surfaces with alternative disinfection methods,How can I protect myself from a covid infection ?,827,11
am i allowed to go out,How can I protect myself from a covid infection ?,721,11
can i still go to work,How can I protect myself from a covid infection ?,542,11
will alternative disinfection work against covid,How can I protect myself from a covid infection ?,842,11
other than hand sanitizer how can i protect myself from covid,How can I protect myself from a covid infection ?,638,11
how is covid prevented,How can I protect myself from a covid infection ?,453,11
is there a way to not get covid,How can I protect myself from a covid infection ?,334,11
which face mask protects me from covid,How can I protect myself from a covid infection ?,467,11
what is taking so long to develop a vaccine for covid,How can I protect myself from a covid infection ?,804,11
what type of facemask should i use,How can I protect myself from a covid infection ?,576,11
what should i do to stop my kids from getting covid,How can I protect myself from a covid infection ?,302,11
can i use radiation to kill covid,How can I protect myself from a covid infection ?,492,11
are there any recommended ways to protect children from covid,How can I protect myself from a covid infection ?,316,11
how can i best kill covid,How can I protect myself from a covid infection ?,687,11
is there a way to kill covid without hand sanitizer,How can I protect myself from a covid infection ?,765,11
is there a specific mask i should use to prevent covid,How can I protect myself from a covid infection ?,496,11
is it still safe to work,How can I protect myself from a covid infection ?,458,11
how do i disinfect if i dont have hand sanitizer,How can I protect myself from a covid infection ?,121,11
how should parents keep children safe,How can I protect myself from a covid infection ?,1007,11
is it risky to continue going to work,How can I protect myself from a covid infection ?,673,11
how do i know if i should stop going to work,How can I protect myself from a covid infection ?,419,11
at what point should i stop going to work,How can I protect myself from a covid infection ?,451,11
should i get out of the house,How can I protect myself from a covid infection ?,171,11
can i kill covid without hand sanitizer,How can I protect myself from a covid infection ?,295,11
is there anything i can use to kill covid,How can I protect myself from a covid infection ?,145,11
will i get covid if i go outside,How can I protect myself from a covid infection ?,880,11
what is the most effective way to kill covid,How can I protect myself from a covid infection ?,124,11
how is there still not a vaccine or cure for covid,How can I protect myself from a covid infection ?,328,11
is it risky to leave my house to exercise,How can I protect myself from a covid infection ?,154,11
what is the best way to make sure my child wont get infected,How can I protect myself from a covid infection ?,714,11
how can families get ready for lockdown,How can I protect myself from a covid infection ?,561,11
is diy hand sanitizer useful,How can I protect myself from a covid infection ?,575,11
has someone made a vaccine for covid yet,How can I protect myself from a covid infection ?,970,11
can homemade hand sanitizer replace real hand sanitizer,How can I protect myself from a covid infection ?,201,11
are we still waiting for a vaccine for covid,How can I protect myself from a covid infection ?,347,11
how should people in the same house get ready for covid,How can I protect myself from a covid infection ?,813,11
is there anything i can do to help my family prepare for covid,How can I protect myself from a covid infection ?,848,11
what can i do to prepare my family for a covid outbreak,How can I protect myself from a covid infection ?,52,11
is covid curable,What are treatments of covid ?,844,6
is covid weak to antibiotics,What are treatments of covid ?,656,6
could plasma be a treatment for covid,What are treatments of covid ?,597,6
is covid survivable without ventilators,What are treatments of covid ?,998,6
is it safe for covid patients to take ibuprofen,What are treatments of covid ?,25,6
do you need help breathing if you have covid,What are treatments of covid ?,724,6
can disinfectant sprays cure me if i have covid,What are treatments of covid ?,343,6
is there a way to get rid of covid after being infected,What are treatments of covid ?,953,6
can covid be treated with antibiotics,What are treatments of covid ?,688,6
has a treatment been released to treat covid,What are treatments of covid ?,612,6
can covid be treated with ibuprofen,What are treatments of covid ?,73,6
is it possible to cure covid,What are treatments of covid ?,892,6
is there a treatment for covid yet,What are treatments of covid ?,299,6
should i ingest disinfectant to cure covid,What are treatments of covid ?,990,6
can i use ibuprofen if i have covid,What are treatments of covid ?,871,6
how can covid patients be treated,What are treatments of covid ?,615,6
will ibuprofen have adverse effects on covid patients,What are treatments of covid ?,727,6
was plasma successful in treating covid patients,What are treatments of covid ?,595,6
can antibiotics kill covid,What are treatments of covid ?,223,6
