0,1,idQ,idA
why doesnt china apologize for causing covid,How is the covid affect societies ?,490,12
have your views towards china changed after the burst of covid,How is the covid affect societies ?,285,12
could covid create world war like conditions,How is the covid affect societies ?,317,12
how will covid affect our generation,How is the covid affect societies ?,393,12
what would happen if trump tests positive for covid,How is the covid affect societies ?,55,12
will covid end the world,How is the covid affect societies ?,342,12
what happens if lockdown cant prevent from covid for a whole year especially that there is no vaccine and cure,How is the covid affect societies ?,249,12
what would be the aftermath of the covid outbreak,How is the covid affect societies ?,520,12
how is life before covid and after covid,How is the covid affect societies ?,115,12
how do you think is the new normal going to look like in after covid days to come,How is the covid affect societies ?,238,12
will the chinese government be held accountable in any way for the covid virus epidemic,How is the covid affect societies ?,383,12
how has covid affected your everyday life,How is the covid affect societies ?,339,12
how do you see china after the outbreak of covid,How is the covid affect societies ?,59,12
how covid will change the world,How is the covid affect societies ?,367,12
what will be some unexpected outcomes of the 2020 covid pandemic,How is the covid affect societies ?,292,12
who is covid patient 0,Where is the origin of the covid virus ?,333,13
was covid released on purpose,Where is the origin of the covid virus ?,494,13
did covid come from bats,Where is the origin of the covid virus ?,211,13
where covid come from,Where is the origin of the covid virus ?,266,13
did covid come from pangolin,Where is the origin of the covid virus ?,86,13
was covid weaponized,Where is the origin of the covid virus ?,429,13
where covid really come from,Where is the origin of the covid virus ?,526,13
is covid bioterrorism,Where is the origin of the covid virus ?,309,13
what is a natural reservoir of covid,Where is the origin of the covid virus ?,122,13
where covid originated,Where is the origin of the covid virus ?,514,13
where covid came from,Where is the origin of the covid virus ?,370,13
was covid man made,Where is the origin of the covid virus ?,460,13
did covid escape from a research lab,Where is the origin of the covid virus ?,36,13
did covid come from a lab,Where is the origin of the covid virus ?,143,13
did covid start with a bat,Where is the origin of the covid virus ?,263,13
is our destruction of nature responsible for covid,Where is the origin of the covid virus ?,257,13
where covid originate,Where is the origin of the covid virus ?,181,13
did covid start with bats,Where is the origin of the covid virus ?,146,13
if covid wasnt engineered how did it develop,Where is the origin of the covid virus ?,391,13
what is the true origin of the covid virus and is the wuhan bat snacking hypothesis credible,Where is the origin of the covid virus ?,459,13
what disinfectants kill the covid virus,How can I protect myself from a covid infection ?,480,11
will covid vaccines be effective since a recovered person can contract the virus again,How can I protect myself from a covid infection ?,517,11
should i use a mask,How can I protect myself from a covid infection ?,246,11
how can i make sure to not get affected with the novel covid virus,How can I protect myself from a covid infection ?,15,11
what materials are you using to make homemade face masks for covid,How can I protect myself from a covid infection ?,241,11
can hydrogen peroxide kill the covid virus,How can I protect myself from a covid infection ?,230,11
how can i protect my child from a covid infection,How can I protect myself from a covid infection ?,437,11
should i purchase personal protective equipment for me and my family,How can I protect myself from a covid infection ?,96,11
can i use vodka as hand sanitizer,How can I protect myself from a covid infection ?,95,11
should i get a face mask,How can I protect myself from a covid infection ?,48,11
do masks help prevent the spread of covid,How can I protect myself from a covid infection ?,422,11
how are you avoiding gaining the covid,How can I protect myself from a covid infection ?,121,11
what company will produce the vaccine for covid,How can I protect myself from a covid infection ?,492,11
if novel covid antibodies may or may not offer long term immunity how would a vaccine help,How can I protect myself from a covid infection ?,225,11
is public transport best avoided given the covid outbreak,How can I protect myself from a covid infection ?,379,11
should i wear a mask to protect myself,How can I protect myself from a covid infection ?,67,11
if the h1n1 vaccine was developed so quickly why does the covid vaccine take so much time,How can I protect myself from a covid infection ?,433,11
should i wear a facemask,How can I protect myself from a covid infection ?,331,11
how do i keep safe from covid,How can I protect myself from a covid infection ?,504,11
how do i stop covid,How can I protect myself from a covid infection ?,90,11
why is it being advised to not take ibuprofen if one has covid,What are treatments of covid ?,329,10
what is the effect of chloroquine(cq) and hydroxychloroquine(hcq) on endosomal maturation and endocytosis in covid treatment,What are treatments of covid ?,228,10
should covid patients be intubated,What are treatments of covid ?,283,10
is there any cure for covid,What are treatments of covid ?,417,10
do chloroquine and azithromycin really work to handle severe cases of covid,What are treatments of covid ?,372,10
evidence of hydroxychloroquine(hcq) being anti inflammatory in covid critically ill patients with elevated plasma cytokines,What are treatments of covid ?,405,10
how should you treat the covid at home,What are treatments of covid ?,208,10
should i spray myself or my kids with disinfectant,What are treatments of covid ?,260,10
will a pneumonia or flu vaccine help protect against covid,What are treatments of covid ?,396,10
who will find the cure against the covid,What are treatments of covid ?,356,10
should covid patients take ibuprofen,What are treatments of covid ?,298,10
why is quinine effective in curing covid,What are treatments of covid ?,389,10
can quinine be taken to fight this covid virus,What are treatments of covid ?,327,10
should covid patients avoid ibuprofen,What are treatments of covid ?,337,10
who do you believe about using hydroxychloroquine to treat covid,What are treatments of covid ?,534,10
do covid patients on ventilators recover,What are treatments of covid ?,364,10
what is trumps motivation for promoting hydroxychloroquine as a covid treatment,What are treatments of covid ?,506,10
why wouldnt tamiflu help against covid,What are treatments of covid ?,481,10
why should you not take advil during the covid pandemic,What are treatments of covid ?,444,10
what is hydroxylchloroquine and is it effective in the treatment of covid,What are treatments of covid ?,528,10
why covid testing,Testing knowledge of covid .,456,14
is it imperative to be tested for covid,Testing knowledge of covid .,77,14
should i be tested for covid,Testing knowledge of covid .,332,14
are covid tests reliable,Testing knowledge of covid .,525,14
what type of test was initially developed to screen for covid,Testing knowledge of covid .,453,14
what could be the implication of covid virus in anal swabs,Testing knowledge of covid .,192,14
when to get tested for covid,Testing knowledge of covid .,102,14
why cant we just test everyone in the us,Testing knowledge of covid .,418,14
in addition to oral swabs which tests detected the presence of covid virus,Testing knowledge of covid .,75,14
should i get my pet tested for covid,Testing knowledge of covid .,361,14
which covid test is more accurate,Testing knowledge of covid .,30,14
what kind of test is being used to diagnose if i have covid,Testing knowledge of covid .,71,14
if antibody tests are not used for diagnosis or exclusion of covid infection what is their purpose,Testing knowledge of covid .,523,14
what is the relationship between the presence of virus in anal swabs and disease severity in covid,Testing knowledge of covid .,101,14
how covid test is done,Testing knowledge of covid .,138,14
why covid testing is important,Testing knowledge of covid .,229,14
how do testing kits for covid detect the virus,Testing knowledge of covid .,240,14
is there a test for covid,Testing knowledge of covid .,455,14
why are we still not testing everyone for covid,Testing knowledge of covid .,214,14
which covid antibody tests are accurate,Testing knowledge of covid .,135,14
what is the difference between seasonal flu and covid,What is the difference between covid and other diseases ?,158,4
why worry about covid when the flu kills so many people,What is the difference between covid and other diseases ?,184,4
which covid is sars,What is the difference between covid and other diseases ?,293,4
how do i know if it is covid or just the common flu,What is the difference between covid and other diseases ?,3,4
is covid the black death of the 21st century,What is the difference between covid and other diseases ?,217,4
why covid is not the flu,What is the difference between covid and other diseases ?,243,4
is covid worse than flu,What is the difference between covid and other diseases ?,94,4
was there a covid 18 before covid,What is the difference between covid and other diseases ?,205,4
is covid worse than the flu,What is the difference between covid and other diseases ?,107,4
what happened to covid 1 18 and will there be a covid 20,What is the difference between covid and other diseases ?,477,4
why covid is worse than flu,What is the difference between covid and other diseases ?,503,4
has covid been around for a while,What is the difference between covid and other diseases ?,347,4
why is covid nothing like the flu,What is the difference between covid and other diseases ?,65,4
is the covid pandemic comparable to the black death pandemic,What is the difference between covid and other diseases ?,408,4
has covid always existed,What is the difference between covid and other diseases ?,484,4
why covid is different than the flu,What is the difference between covid and other diseases ?,16,4
did covid exist years before scientists discovered it,What is the difference between covid and other diseases ?,262,4
has covid been in humans for years,What is the difference between covid and other diseases ?,133,4
whats the difference between covid and sars cov 2,What is the difference between covid and other diseases ?,126,4
how can we distinguish covid from flu as a patient,What is the difference between covid and other diseases ?,35,4
how can i make quick cash during the covid pandemic,How covid affects the economic ?,286,7
which sectors would create jobs following the covid pandemic,How covid affects the economic ?,511,7
is china gaining from the covid pandemic economically,How covid affects the economic ?,201,7
what investment strategies will be promising after the covid outbreak ends,How covid affects the economic ?,446,7
is it the right time to invest in the stock market as the market is unstable due to the covid fear,How covid affects the economic ?,132,7
will real estate prices go down with the covid panic,How covid affects the economic ?,411,7
how can i save money when i am working from home because of covid,How covid affects the economic ?,218,7
what damage to the economy will covid cause,How covid affects the economic ?,45,7
which stocks should i buy during the covid outbreak,How covid affects the economic ?,22,7
how will covid affect the financial market,How covid affects the economic ?,297,7
how is covid affecting peoples personal finance,How covid affects the economic ?,7,7
which is the best business to start amidst covid,How covid affects the economic ?,275,7
will covid trigger a global recession,How covid affects the economic ?,253,7
where should we invest after covid ends,How covid affects the economic ?,530,7
why are stock markets dipping in response to covid,How covid affects the economic ?,313,7
will there be a lot of layoffs in the tech industry due to the covid pandemic,How covid affects the economic ?,470,7
can you make money online during covid country lockdown,How covid affects the economic ?,431,7
how has covid affected cryptocurrencies,How covid affects the economic ?,60,7
which industries are likely to flourish during the covid pandemic,How covid affects the economic ?,76,7
what is it that is making the stock market even better amid the covid pandemic,How covid affects the economic ?,378,7
which covid symptom is first,What is the symptoms of covid ?,423,6
what are the early symptoms of the covid,What is the symptoms of covid ?,380,6
which covid symptoms appear first,What is the symptoms of covid ?,168,6
are covid symptoms sudden,What is the symptoms of covid ?,432,6
what covid feels like,What is the symptoms of covid ?,302,6
do covid symptoms come on quickly,What is the symptoms of covid ?,450,6
do covid symptoms come on suddenly,What is the symptoms of covid ?,386,6
what illness is caused by the covid covid,What is the symptoms of covid ?,63,6
what covid symptoms,What is the symptoms of covid ?,325,6
what are the symptoms of covid 2019,What is the symptoms of covid ?,149,6
do covid symptoms come and go,What is the symptoms of covid ?,478,6
what are the symptoms and complications that covid can cause,What is the symptoms of covid ?,134,6
have covid with no symptoms,What is the symptoms of covid ?,235,6
does covid have any neurological symptoms,What is the symptoms of covid ?,150,6
is it possible to have covid without any symptoms at all,What is the symptoms of covid ?,516,6
is it true young people with covid are also having blood clots and strokes,What is the symptoms of covid ?,288,6
what are the most common symptoms of covid,What is the symptoms of covid ?,109,6
do covid symptoms come on fast,What is the symptoms of covid ?,20,6
what is the name of the disease caused buy covid,What is the symptoms of covid ?,522,6
who covid symptoms,What is the symptoms of covid ?,335,6
which covid symptoms lead to death,Having COVID,346,5
why are some people asymptomatic while others can be highly symptomatic with the covid,Having COVID,398,5
does covid cause permanent lung damage,Having COVID,305,5
had covid and recovered,Having COVID,72,5
what covid does to your body,Having COVID,438,5
if infected with covid can you survive it and recover,Having COVID,473,5
how long does it take to recover,Having COVID,512,5
does covid go away,Having COVID,471,5
will covid kill me,Having COVID,167,5
what covid do,Having COVID,385,5
why are so many people who get the covid asymptomatic,Having COVID,8,5
how covid attacks the body,Having COVID,452,5
does covid cause irreversible damage to the respiratory system,Having COVID,395,5
how long is the incubation period for covid,Having COVID,111,5
for how long do people stay infected with covid,Having COVID,1,5
is covid deadly,Having COVID,103,5
what lasting health impact will covid have on those who recover from covid,Having COVID,123,5
can old people with covid survive,Having COVID,245,5
what covid does to the body,Having COVID,254,5
how does the covid virus cause death in the infected patient,Having COVID,413,5
what would you do if you found out you had covid,What would you if you found out you or other had covid ?,353,9
what are your tips for staying productive while staying home during the covid pandemic,What would you if you found out you or other had covid ?,186,9
how do we cope with stress during covid,What would you if you found out you or other had covid ?,47,9
what do i do if i think im sick,What would you if you found out you or other had covid ?,314,9
have you changed any of your plans due to covid,What would you if you found out you or other had covid ?,251,9
what can i do if my loved one suspects they have covid,What would you if you found out you or other had covid ?,301,9
why are so many people not taking the covid threat seriously,What would you if you found out you or other had covid ?,362,9
how are you using the sudden surplus of time you have due to the covid social distancing and closures,What would you if you found out you or other had covid ?,9,9
what are you doing to spend time while staying home due to covid,What would you if you found out you or other had covid ?,191,9
what is the one thing you want to do when covid is over,What would you if you found out you or other had covid ?,488,9
why are people visiting the beaches during the covid crisis,What would you if you found out you or other had covid ?,284,9
why are the naysayers saying the covid isnt real,What would you if you found out you or other had covid ?,125,9
whats something youve enjoyed since covid quarantining,What would you if you found out you or other had covid ?,108,9
how are you planning to spend the next 21 curfew days due to covid,What would you if you found out you or other had covid ?,106,9
should i cancel my trip,What would you if you found out you or other had covid ?,68,9
what should i do if someone in my house gets sick with covid,What would you if you found out you or other had covid ?,375,9
would you consider getting a vaccine for covid,What would you if you found out you or other had covid ?,4,9
will you take a mandatory covid vaccine,What would you if you found out you or other had covid ?,250,9
are covid hoax hypotheses a form of denial based coping,What would you if you found out you or other had covid ?,495,9
what should you do if you suspect you have covid,What would you if you found out you or other had covid ?,508,9
is it possible for covid to come again,Speculation on the impact of COVID-19 .,195,2
can covid return after lockdown is lifted,Speculation on the impact of COVID-19 .,371,2
what are the chances that covid will hit again,Speculation on the impact of COVID-19 .,373,2
in what ways can covid infect medical staff,How covid spread ?,268,0
is it possible to be infected by an asymptomatic person,How covid spread ?,319,0
can contacts put me at risk for covid,How covid spread ?,280,0
are contacts likely to spread covid,How covid spread ?,128,0
is it better to wear glasses than contacts,How covid spread ?,415,0
how are medical workers being infected,How covid spread ?,188,0
will mosquitoes give me covid,How covid spread ?,99,0
is it possible to get covid from someone who died of covid,How covid spread ?,139,0
is it possible for water to transmit covid,How covid spread ?,202,0
is it possible for kids to get covid,How covid spread ?,136,0
is it dangerous to get donated blood,How covid spread ?,518,0
will i get covid if i go to the store,How covid spread ?,440,0
am i more likely to get covid from contacts,How covid spread ?,497,0
can covid spread through water,How covid spread ?,156,0
will i get covid by being near someone who recovered from covid,How covid spread ?,419,0
is it okay to go buy groceries,How covid spread ?,501,0
can covid be transmitted after death,How covid spread ?,487,0
what is the relationship between age and risk of covid,How covid spread ?,100,0
what is the relationship between blood type and risk of covid infection,How covid spread ?,441,0
are recovered covid patients still contagious,How covid spread ?,73,0
if i have recovered from covid will i be immune to it,How covid spread ?,92,0
for what reasons are hospital workers being exposed to covid,How covid spread ?,261,0
how are blood donors being screened,How covid spread ?,212,0
can i get infected from donated blood,How covid spread ?,498,0
can i get covid from water,How covid spread ?,140,0
is it possible for animals in the wilderness to carry covid,How covid spread ?,289,0
should i be concerned about a wild animal giving me covid,How covid spread ?,449,0
how likely am i to get covid from mosquitoes,How covid spread ?,465,0
is it possible to get covid from mosquitoes,How covid spread ?,368,0
are dead covid patients still contagious,How covid spread ?,294,0
do recovered covid patients infect people,How covid spread ?,451,0
will i get covid from a wild animal,How covid spread ?,199,0
do certain blood types have less chance of getting covid,How covid spread ?,303,0
could covid potentially be transmitted through water,How covid spread ?,316,0
is it risky to be near wild animals,How covid spread ?,170,0
is it possible for donated blood to spread covid,How covid spread ?,78,0
how is covid infecting medical worekrs,How covid spread ?,420,0
is it safe to go shopping,How covid spread ?,336,0
can i be infected by someone who recovered from covid,How covid spread ?,382,0
is it risky to receive donated blood,How covid spread ?,23,0
can a dead covid patient infect me,How covid spread ?,493,0
is there a reason that covid is called a pandemic now,Nomenclature about covid virus ?,466,8
what is a covid,Nomenclature about covid virus ?,219,8
what does it mean that covid is novel,Nomenclature about covid virus ?,11,8
what is a pandemic,Nomenclature about covid virus ?,226,8
why is covid a pandemic,Nomenclature about covid virus ?,334,8
is covid supposed to be uppercase,Nomenclature about covid virus ?,354,8
is there a difference between covid being an epidemic and a pandemic,Nomenclature about covid virus ?,25,8
what is the scientifically accurate way to write covid,Nomenclature about covid virus ?,224,8
when would covid be considered a pandemic,Nomenclature about covid virus ?,79,8
am i wrong to capitalize covid,Nomenclature about covid virus ?,58,8
how is the novel covid different,Nomenclature about covid virus ?,403,8
what is the most reliable covid model right now,Tell me some report of covid virus .,157,1
have our efforts against covid helped,Tell me some report of covid virus .,57,1
which covid model should be used,Tell me some report of covid virus .,31,1
what is the predicted number of deaths due to covid,Tell me some report of covid virus .,277,1
whats the best covid model,Tell me some report of covid virus .,151,1
am i guaranteed to die if i have covid,Tell me some report of covid virus .,173,1
what is the current number of deaths due to covid,Tell me some report of covid virus .,464,1
could china be misleading us,Tell me some report of covid virus .,2,1
have we made progress in the fight against covid,Tell me some report of covid virus .,258,1
how many deaths will covid ultimately cause,Tell me some report of covid virus .,311,1
which covid model can we trust,Tell me some report of covid virus .,124,1
when did we learn the sequence of covid,Some response from the societies,26,3
what strategies did china use to stop covid,Some response from the societies,531,3
why have so many people died from covid in the us,Some response from the societies,515,3
how long was the delay between noticing covid and getting its genome,Some response from the societies,66,3
why does the us have so many infections,Some response from the societies,234,3
how should medical centers respond to a covid patient,Some response from the societies,182,3
was trump serious when suggesting to fight covid with disinfectant injections,Some response from the societies,142,3
how long was needed to get covids full genome sequence,Some response from the societies,223,3
how come the us is hit so bad by covid,Some response from the societies,392,3
for what reasons is the us handling the pandemic so poorly,Some response from the societies,322,3
how are hospitals dealing with covid,Some response from the societies,318,3
do hospitals have special steps for covid patients,Some response from the societies,409,3
how was china able to control covid so well,Some response from the societies,401,3
are there any specific procedures for hospitals to follow,Some response from the societies,467,3
when he suggested that injecting disinfectant could cure covid was trump joking,Some response from the societies,326,3
what was the time needed to get the full sequence of covid,Some response from the societies,189,3
is trump to blame for the covid outbreak,How is the covid affect societies ?,113,12
can we blame trump for covid,How is the covid affect societies ?,442,12
what would be the best way to hold china accountable for covid,How is the covid affect societies ?,482,12
is my child still able to learn while in lockdown,How is the covid affect societies ?,483,12
is the world going to end because of covid,How is the covid affect societies ?,203,12
what steps should i take to ensure my child keeps learning,How is the covid affect societies ?,381,12
what will the effects of covid be on the election,How is the covid affect societies ?,88,12
will the presidential election be affected by covid,How is the covid affect societies ?,93,12
if school is cancelled how will my kid learn,How is the covid affect societies ?,19,12
is covid the end of humanity,How is the covid affect societies ?,242,12
in what ways have people been affected by covid,How is the covid affect societies ?,410,12
is there any way to penalize china for covid,How is the covid affect societies ?,82,12
could covid kill all humans,How is the covid affect societies ?,247,12
how can i make sure my child continues to get their education,How is the covid affect societies ?,83,12
how long ago was covid first found,Where is the origin of the covid virus ?,69,13
what is the start date of covid,Where is the origin of the covid virus ?,343,13
how covid began,Where is the origin of the covid virus ?,21,13
how did covid begin,Where is the origin of the covid virus ?,10,13
where was covid found,Where is the origin of the covid virus ?,505,13
how did covid come to be,Where is the origin of the covid virus ?,5,13
how did covid get started,Where is the origin of the covid virus ?,351,13
are there ways other than hand sanitizer and soap to kill covid,How can I protect myself from a covid infection ?,179,11
are there any recommended products for disinfecting covid,How can I protect myself from a covid infection ?,175,11
is it possible to disinfect surfaces with alternative disinfection methods,How can I protect myself from a covid infection ?,532,11
am i allowed to go out,How can I protect myself from a covid infection ?,435,11
can i still go to work,How can I protect myself from a covid infection ?,269,11
will alternative disinfection work against covid,How can I protect myself from a covid infection ?,0,11
other than hand sanitizer how can i protect myself from covid,How can I protect myself from a covid infection ?,56,11
how is covid prevented,How can I protect myself from a covid infection ?,312,11
is there a way to not get covid,How can I protect myself from a covid infection ?,320,11
which face mask protects me from covid,How can I protect myself from a covid infection ?,17,11
what is taking so long to develop a vaccine for covid,How can I protect myself from a covid infection ?,144,11
what type of facemask should i use,How can I protect myself from a covid infection ?,454,11
what should i do to stop my kids from getting covid,How can I protect myself from a covid infection ?,462,11
can i use radiation to kill covid,How can I protect myself from a covid infection ?,70,11
are there any recommended ways to protect children from covid,How can I protect myself from a covid infection ?,388,11
how can i best kill covid,How can I protect myself from a covid infection ?,308,11
is there a way to kill covid without hand sanitizer,How can I protect myself from a covid infection ?,256,11
is there a specific mask i should use to prevent covid,How can I protect myself from a covid infection ?,185,11
is it still safe to work,How can I protect myself from a covid infection ?,445,11
how do i disinfect if i dont have hand sanitizer,How can I protect myself from a covid infection ?,306,11
how should parents keep children safe,How can I protect myself from a covid infection ?,148,11
is it risky to continue going to work,How can I protect myself from a covid infection ?,533,11
how do i know if i should stop going to work,How can I protect myself from a covid infection ?,141,11
at what point should i stop going to work,How can I protect myself from a covid infection ?,46,11
should i get out of the house,How can I protect myself from a covid infection ?,394,11
can i kill covid without hand sanitizer,How can I protect myself from a covid infection ?,500,11
is there anything i can use to kill covid,How can I protect myself from a covid infection ?,476,11
will i get covid if i go outside,How can I protect myself from a covid infection ?,472,11
what is the most effective way to kill covid,How can I protect myself from a covid infection ?,321,11
how is there still not a vaccine or cure for covid,How can I protect myself from a covid infection ?,290,11
is it risky to leave my house to exercise,How can I protect myself from a covid infection ?,171,11
what is the best way to make sure my child wont get infected,How can I protect myself from a covid infection ?,154,11
how can families get ready for lockdown,How can I protect myself from a covid infection ?,172,11
is diy hand sanitizer useful,How can I protect myself from a covid infection ?,18,11
has someone made a vaccine for covid yet,How can I protect myself from a covid infection ?,24,11
can homemade hand sanitizer replace real hand sanitizer,How can I protect myself from a covid infection ?,489,11
are we still waiting for a vaccine for covid,How can I protect myself from a covid infection ?,535,11
how should people in the same house get ready for covid,How can I protect myself from a covid infection ?,236,11
is there anything i can do to help my family prepare for covid,How can I protect myself from a covid infection ?,374,11
what can i do to prepare my family for a covid outbreak,How can I protect myself from a covid infection ?,162,11
is covid curable,What are treatments of covid ?,384,10
is covid weak to antibiotics,What are treatments of covid ?,84,10
could plasma be a treatment for covid,What are treatments of covid ?,502,10
is covid survivable without ventilators,What are treatments of covid ?,323,10
is it safe for covid patients to take ibuprofen,What are treatments of covid ?,513,10
do you need help breathing if you have covid,What are treatments of covid ?,187,10
can disinfectant sprays cure me if i have covid,What are treatments of covid ?,14,10
is there a way to get rid of covid after being infected,What are treatments of covid ?,421,10
can covid be treated with antibiotics,What are treatments of covid ?,174,10
has a treatment been released to treat covid,What are treatments of covid ?,216,10
can covid be treated with ibuprofen,What are treatments of covid ?,222,10
is it possible to cure covid,What are treatments of covid ?,62,10
is there a treatment for covid yet,What are treatments of covid ?,43,10
should i ingest disinfectant to cure covid,What are treatments of covid ?,130,10
can i use ibuprofen if i have covid,What are treatments of covid ?,358,10
how can covid patients be treated,What are treatments of covid ?,221,10
will ibuprofen have adverse effects on covid patients,What are treatments of covid ?,407,10
was plasma successful in treating covid patients,What are treatments of covid ?,369,10
can antibiotics kill covid,What are treatments of covid ?,163,10
