0,1,idQ,idA
How do you clean badly tarnished brass ?,Please provide some description .,271,2
What is cosmology ?,Please provide some description .,2341,2
What is the difference between a median and a mean ?,Please provide some description .,2189,2
What is the history of skateboarding ?,Please provide some description .,1648,2
How did former WWF wrestler Rick Rude die ?,Please provide some description .,1702,2
How can you get rust stains out of clothing ?,Please provide some description .,2340,2
What is the C programming language ?,Please provide some description .,1935,2
What is a pig in a poke ?,Please provide some description .,227,2
How did names come about ?,Please provide some description .,706,2
What are the distinct physical characterstics of the Arabian horse ?,Please provide some description .,1266,2
What is June 's birthstone ?,Please provide some description .,2652,2
What is the difference between college and graduate school ?,Please provide some description .,166,2
"What do the number 1 , 2 , and 4 mean on Dr. Pepper bottles ?",Please provide some description .,940,2
What is fiber in food ?,Please provide some description .,1130,2
How do I register a trade name in North Carolina ?,Please provide some description .,257,2
What is idealab ! ?,Please provide some description .,2663,2
What is limbo ?,Please provide some description .,192,2
What causes headaches ?,Please provide some description .,1124,2
What is a rhomboideus minor ?,Please provide some description .,2241,2
What have you not let a tennis ball do if you volley ?,Please provide some description .,2598,2
What 's the Red Planet ?,Please provide some description .,29,2
How does the Elongated Man know a mystery is afoot ?,Please provide some description .,1197,2
What is hypnotherapy ?,Please provide some description .,261,2
What is viscosity ?,Please provide some description .,1383,2
How does lightning travel ?,Please provide some description .,1285,2
How does a scientific calculator work ?,Please provide some description .,1126,2
What is meant by `` capital market '' ?,Please provide some description .,1261,2
Why did the Shea & Gould law firm leave Los Angeles ?,Please provide some description .,2519,2
What 's the rathaus in Frankfurt ?,Please provide some description .,369,2
How do you stop junk snail mail ?,Please provide some description .,429,2
What is the function of RAM ?,Please provide some description .,280,2
Why do eyes sometimes look red in photographs ?,Please provide some description .,1373,2
What caused Shea & Gould to close their L.A. office ?,Please provide some description .,1340,2
How did Edith Bunker die ?,Please provide some description .,1145,2
What 's the Olympic motto ?,Please provide some description .,1759,2
What characteristics contribute to its `` intelligence '' ?,Please provide some description .,604,2
Why do some clothing labels say `` Use a nonchlorine bleach '' ?,Please provide some description .,1495,2
What effects do nitrates have on the environment ?,Please provide some description .,2459,2
What is Cabarnet Sauvignon ?,Please provide some description .,469,2
What is the Immaculate Conception ?,Please provide some description .,131,2
How do you get rid on woodpeckers ?,Please provide some description .,1406,2
What does a nihilist believe in ?,Please provide some description .,2580,2
What is tumbled marble ?,Please provide some description .,150,2
What are the seven deadly sins ?,Please provide some description .,775,2
How does marijuana lead to other drugs ?,Please provide some description .,174,2
What is porphyria ?,Please provide some description .,171,2
What is a common dolphin ?,Please provide some description .,1428,2
What is a urologist ?,Please provide some description .,621,2
Why do airliners crash vs. gliding down ?,Please provide some description .,1690,2
What is the spectrum of a sine wave ?,Please provide some description .,1748,2
Why does a candle need a wick ?,Please provide some description .,696,2
Describe the Finnish music personality Salonen 's appearance .,Please provide some description .,998,2
What is the orgin of xoxoxox ?,Please provide some description .,201,2
What is amezaiku ?,Please provide some description .,629,2
How do telephones work ?,Please provide some description .,1329,2
How do vending machines tell if your dollar is a 1 or a 5 ?,Please provide some description .,2317,2
What does laser stand for ?,Please provide some description .,1956,2
How does a bill become law ?,Please provide some description .,2660,2
How does blood clot ?,Please provide some description .,1297,2
How is thalassemia defined ?,Please provide some description .,419,2
What is a courier ?,Please provide some description .,66,2
What is a Jake brake ?,Please provide some description .,250,2
How can I find a list of celebrities ' real names ?,Please provide some description .,1747,2
How does the Nintendo `` Zapper '' work ?,Please provide some description .,872,2
How do I find a city if I have the area code ?,Please provide some description .,2192,2
What excuse did the NATO people give for hitting the Chinese embassy ?,Please provide some description .,894,2
Why do they sterilize the needle for lethal injection ?,Please provide some description .,528,2
How does ultraviolet light damage the DNA of skin cells ?,Please provide some description .,157,2
What is the origin of the word `` mushroom '' ?,Please provide some description .,338,2
"What makes Black Hills , South Dakota a tourist attraction ?",Please provide some description .,922,2
How can you define time ?,Please provide some description .,1613,2
How do you throw a housewarming party ?,Please provide some description .,2275,2
What is typhoid fever ?,Please provide some description .,1412,2
What do I have to do to get good grades in school ?,Please provide some description .,733,2
What is sound ?,Please provide some description .,1445,2
What is saltpeter ?,Please provide some description .,1977,2
What is Toulmin logic ?,Please provide some description .,2259,2
How do you get a girl to have sex with you ?,Please provide some description .,1493,2
What is in baby powder and baby lotion that makes it smell the way it does ?,Please provide some description .,24,2
What is fellatio ?,Please provide some description .,1478,2
What does it mean `` Rupee Depreciates '' ?,Please provide some description .,2881,2
What do players try to do when the music stops in a game of musical chairs ?,Please provide some description .,254,2
What is agent orange ?,Please provide some description .,2724,2
What personality traits are Capricorns said to have ?,Please provide some description .,2751,2
How can SQL queries be improved ?,Please provide some description .,2075,2
What is he doing now ?,Please provide some description .,458,2
What is an aortic abdominal aneurysm ?,Please provide some description .,1781,2
How is cologne made ?,Please provide some description .,1873,2
What function does a community 's water tower serve ?,Please provide some description .,1952,2
What were the three prophecies the witches make to Macbeth ?,Please provide some description .,1135,2
What is the S&P 500 used for ?,Please provide some description .,2346,2
Why do many Native American students not complete college ?,Please provide some description .,155,2
How do you make dumplings ?,Please provide some description .,2033,2
What is the difference between a preface and a foreword ?,Please provide some description .,792,2
What does the word terrorism mean ?,Please provide some description .,2042,2
What effect does LSD have on the brain ?,Please provide some description .,449,2
What is an isthmus ?,Please provide some description .,212,2
What is deconstructionism ?,Please provide some description .,968,2
What was the verdict in the trial of Lizzie Borden ?,Please provide some description .,2353,2
What was the claim to fame of King Camp Gillette ?,Please provide some description .,156,2
Define Sinn Fein .,Please provide some description .,2654,2
What is thalassemia ?,Please provide some description .,172,2
What are some children 's rights ?,Please provide some description .,1755,2
What is `` Chicago Hope '' ?,Please provide some description .,1912,2
How does an abacus work ?,Please provide some description .,657,2
What is `` alternative '' anymore ?,Please provide some description .,1616,2
Why can 't ostriches fly ?,Please provide some description .,1566,2
What does the name ` Alexandra ' mean ?,Please provide some description .,1770,2
What is the `` coppertop '' battery ?,Please provide some description .,48,2
"What was Nine Tailors , the television show from 1974 , about ?",Please provide some description .,2168,2
What does Ouija mean ?,Please provide some description .,1923,2
How do you get a broken cork out of a bottle ?,Please provide some description .,2763,2
How do you exterminate bees that are in the walls of your home ? Will bee eggs remain over winter ?,Please provide some description .,2099,2
What type of childhood did Jules Verne have ?,Please provide some description .,1854,2
What is software piracy ?,Please provide some description .,2187,2
Why are peanut butter cookies topped with crisscrosses ?,Please provide some description .,1501,2
What is Linux ?,Please provide some description .,857,2
Why shouldn 't you remove a bee stinger with tweezers ?,Please provide some description .,490,2
What is dextropropoxyphen napsylate ?,Please provide some description .,2372,2
Why are lions called `` King of the Jungle '' ?,Please provide some description .,2655,2
What are the lyrics to the Star Spangled Banner ?,Please provide some description .,293,2
What is probability theory ?,Please provide some description .,1036,2
Why do people in the upper peninsula of Michagin say `` eh ? '' ?,Please provide some description .,1521,2
What are the current immigration laws in US ?,Please provide some description .,927,2
What is the origin of the word trigonometry ?,Please provide some description .,442,2
What is a green bog ?,Please provide some description .,1106,2
What is the difference between love and infatuation ?,Please provide some description .,827,2
What 's a male `` cuckquean '' ?,Please provide some description .,1441,2
How is silk screening done ?,Please provide some description .,1378,2
What is an aurora ?,Please provide some description .,1288,2
Where does `` bovine '' come from ?,Please provide some description .,1219,2
What is Garry Kasparov famous for ?,Please provide some description .,2226,2
What is a hydrogen bond ?,Please provide some description .,1107,2
What do the figures represent on the Easter Island ?,Please provide some description .,2829,2
What is Nitrox diving ?,Please provide some description .,650,2
Give a reason for American Indians oftentimes dropping out of school .,Please provide some description .,2164,2
Colin Powell is most famous for what ?,Please provide some description .,2359,2
What is the `` 7-minute cigarette '' ?,Please provide some description .,1012,2
What problems contributed to the high failure rate of Plains farmers in the 1800s ?,Please provide some description .,437,2
What does seccession mean ?,Please provide some description .,2268,2
Why does the sun shine only a short time in Alaska ?,Please provide some description .,321,2
What is the difference between terry cloth and French terry ?,Please provide some description .,1420,2
How can I give myself a French manicure ?,Please provide some description .,1853,2
What is the difference between ninjitsu and kung fu ?,Please provide some description .,2126,2
What is Archimedes famous for ?,Please provide some description .,1742,2
Why does tuberculosis afflict people ?,Please provide some description .,2739,2
"What does the word camaro mean , from the GM car the Camaro ?",Please provide some description .,2307,2
How can scientists predict weather by observing clouds ?,Please provide some description .,535,2
What are the seven virtues ?,Please provide some description .,1314,2
What is the recommended daily requirement for folic acid for pregnant women ?,Please provide some description .,1572,2
Why should cigarette smoking be banned ?,Please provide some description .,1427,2
How does Zatanna perform her magic in DC comics ?,Please provide some description .,1710,2
How do you get dates with the `` Hooters '' girls ?,Please provide some description .,1739,2
"What was Al Capone finally imprisoned for , in 1931 ?",Please provide some description .,2155,2
How do I find a snowboarding website ?,Please provide some description .,712,2
What are the Arabic Numerals from 1 to 10 ?,Please provide some description .,1250,2
What was an `` Asiento '' ?,Please provide some description .,1750,2
What does Venus Retrograde mean ?,Please provide some description .,2717,2
How do I increase my biceps ' size ?,Please provide some description .,1450,2
What causes blue balls ?,Please provide some description .,493,2
What 's nature 's purpose for tornadoes ?,Please provide some description .,2030,2
What is a wet dream ?,Please provide some description .,1142,2
What are the most common causes of death in the U.S. ?,Please provide some description .,129,2
What do the names Andrew and Christina mean ?,Please provide some description .,1062,2
What is the economic impact of unemployment on the economy ?,Please provide some description .,188,2
What is a hormone ?,Please provide some description .,669,2
What is the difference between the anus and the rectum ?,Please provide some description .,1269,2
What are manifest and latent function theories ?,Please provide some description .,2356,2
What 's new in the postal world in 1999 ?,Please provide some description .,2723,2
How do you make the color purple ?,Please provide some description .,2686,2
What are pomegranates ?,Please provide some description .,11,2
Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?,Please provide some description .,1725,2
What are field effect transistors ?,Please provide some description .,2450,2
Why did the Anglican church split from the Vatican ?,Please provide some description .,317,2
How can I get started in writing for television ?,Please provide some description .,776,2
What is home banking ?,Please provide some description .,1054,2
What is the use of a 24-hour clock instead of a 12-hour clock ?,Please provide some description .,1460,2
What is the origin of the name Katie ?,Please provide some description .,2159,2
How can I get someone 's email address ?,Please provide some description .,727,2
"What is the origin of the midwest slang , ` you 're darn tootin ' ?",Please provide some description .,2116,2
How can I find out my Moon sign ?,Please provide some description .,2803,2
Why do oceans contain salt water instead of fresh water ?,Please provide some description .,1323,2
What is multimedia ?,Please provide some description .,703,2
What causes someone to be ticklish ?,Please provide some description .,624,2
What is the Golden Rule ?,Please provide some description .,1429,2
What do you need to do to marry someone in jail ?,Please provide some description .,908,2
What is Sinn Fein ?,Please provide some description .,2423,2
What is the definition of cecum ?,Please provide some description .,2361,2
What are Fortune 500 companies ?,Please provide some description .,1888,2
What 's the origin of the word ` news ' ?,Please provide some description .,1168,2
What effect does a prism have on light ?,Please provide some description .,1835,2
How do I find out about jobs ?,Please provide some description .,2288,2
"How can I find a list of , fax and or email , addresses for human resource departments in Massachusetts ?",Please provide some description .,2091,2
"What clause in the U.S. Constitution may not be changed , altered or amended ?",Please provide some description .,51,2
What is the history of Buffalo chicken wings ?,Please provide some description .,1714,2
What is a wop ?,Please provide some description .,865,2
What is the difference between a bottle and a jar ?,Please provide some description .,49,2
Why is hockey so violent ?,Please provide some description .,1201,2
What is a mathematical factor ?,Please provide some description .,37,2
What is dew point ?,Please provide some description .,1211,2
What is a Cartesian Diver ?,Please provide some description .,1917,2
Why is Indiglo called Indiglo ?,Please provide some description .,1059,2
What are my legal rights in an automobile repossession in California ?,Please provide some description .,752,2
Why do rooftops give off steam after a big rainstorm ?,Please provide some description .,2810,2
What is the definition of a witch ?,Please provide some description .,1629,2
Why do girls have to wear training bras ?,Please provide some description .,802,2
Why are the U.S. presidential elections held in November ?,Please provide some description .,2169,2
"What are the words to the cd Eminem 's , or slim shady , `` My Name Is '' ?",Please provide some description .,2650,2
What is `` Vocal Sampling '' ?,Please provide some description .,997,2
What does `` saute '' mean ?,Please provide some description .,1840,2
How do you do a bibliography with an unknown author ?,Please provide some description .,2851,2
What causes an earthquake ?,Please provide some description .,1367,2
What is the difference between a board of directors and an advisory board ?,Please provide some description .,1372,2
"What are vermicilli , rigati , zitoni , and tubetti ?",Please provide some description .,2272,2
What is hebephrenia ?,Please provide some description .,1611,2
What is the history of `` the toast '' ?,Please provide some description .,445,2
How was Teddy Roosevelt related to FDR ?,Please provide some description .,1662,2
What are the Urals ?,Please provide some description .,231,2
How can I find out my biorhythm ?,Please provide some description .,1717,2
Why does a candle go out when we blow on it ?,Please provide some description .,2405,2
"What do Caroll Baker , Tammy Grimes , Debbie Reynolds , and Judy Garland all have in common ?",Please provide some description .,1614,2
What do the 12 days of Christmas mean ?,Please provide some description .,2432,2
How do wasps make their nests ?,Please provide some description .,1454,2
How did the tradition of best man start ?,Please provide some description .,2243,2
How does food color affect how you think it will taste ?,Please provide some description .,159,2
"Why does a wheel , e.g. a car tire , appear to spin in the opposite direction as it slows down ?",Please provide some description .,538,2
What 's a water funnel ?,Please provide some description .,1771,2
How do you convert foot-pounds to foot-inches ?,Please provide some description .,790,2
What is hydrogen ?,Please provide some description .,1655,2
What is the English meaning of caliente ?,Please provide some description .,958,2
What is the origin of `` Beauty is in the eye of the beholder '' ?,Please provide some description .,2707,2
How do I contact answers.com ?,Please provide some description .,895,2
What do Mormons believe ?,Please provide some description .,1537,2
What is the origin of music ?,Please provide some description .,1164,2
What does the donation process entail ?,Please provide some description .,133,2
Why does a woman have to be a virgin to be a nun ?,Please provide some description .,867,2
What is being done about the millennium bug ?,Please provide some description .,281,2
What is the Milky Way ?,Please provide some description .,1399,2
How do you fix squeaky floors ?,Please provide some description .,1115,2
What 's the difference and advantages of selecting a Super VHS VCR over plain VHS model ?,Please provide some description .,2370,2
What is an annotated bibliography ?,Please provide some description .,1511,2
What did John Hinckley do to impress Jodie Foster ?,Please provide some description .,1664,2
Why do the chickenpoxs last so long ?,Please provide some description .,1003,2
How do movie blues screens work ?,Please provide some description .,1292,2
How do I find info about rice importers in the world ?,Please provide some description .,2117,2
"In the song `` Yankee Doodle , '' why did Yankee Doodle stick a feather in his cap and call it macaroni ?",Please provide some description .,2191,2
How did the jack-o '-lantern get it 's name ?,Please provide some description .,354,2
What are shooting stars ?,Please provide some description .,2805,2
What can be done about snoring ?,Please provide some description .,667,2
Why are organ transplants more successful today ?,Please provide some description .,2815,2
Why is the word `` abbreviation '' so long ?,Please provide some description .,182,2
What does the word `` meta '' mean ?,Please provide some description .,2489,2
How is the element strontium purified ?,Please provide some description .,2765,2
What are amicable numbers ?,Please provide some description .,401,2
What is the origin of the word nevermind ?,Please provide some description .,788,2
What is God ?,Please provide some description .,929,2
How do I legally make my own will and testament ?,Please provide some description .,1754,2
How do anti-locking brakes work ?,Please provide some description .,601,2
How do you clean an LCD monitor screen ?,Please provide some description .,2708,2
What is a swatch ?,Please provide some description .,1371,2
How is carbon dioxide removed from natural gas ?,Please provide some description .,2345,2
What is a leaky heart valve ?,Please provide some description .,1083,2
How do I know how much money to save for retirement ?,Please provide some description .,2286,2
What is the history of the soft drink Mr. Pibb ?,Please provide some description .,1363,2
What causes canker sores in the mouth ?,Please provide some description .,2631,2
What is power steering ?,Please provide some description .,931,2
Why doesn 't www.answers.com have any answers to my questions ?,Please provide some description .,2657,2
How do you tell somebody you like them ?,Please provide some description .,2131,2
Where does the expression `` cloud nine '' come from ?,Please provide some description .,1545,2
What qualifications are there for individuals donating blood ?,Please provide some description .,2570,2
What are you hearing when you put a seashell to your ear ?,Please provide some description .,1871,2
What happened during the Blackhawk Indian war of 1832 ?,Please provide some description .,2490,2
What is the nursery rhyme Rock-a-by Baby about ?,Please provide some description .,1831,2
How can I call a friend in another country when I do not know the telephone number ?,Please provide some description .,1962,2
What is the origin of the word `` sideburns '' ?,Please provide some description .,1451,2
How do I know someone is truly in love with me ?,Please provide some description .,4,2
What is the Internet2 ?,Please provide some description .,463,2
Why didn 't European colonial rule spread until after the first and second industrial revolutions ?,Please provide some description .,1994,2
What is a Canada two-penny black ?,Please provide some description .,304,2
How come a doughnut has a hole in it ?,Please provide some description .,935,2
How do fuel injectors work ?,Please provide some description .,2425,2
What caused Harry Houdini 's death ?,Please provide some description .,1980,2
Why did Europeans first come to Australia and Oceania ?,Please provide some description .,2527,2
What is the purpose of BIOS ?,Please provide some description .,376,2
What were the causes of the Civil War ?,Please provide some description .,2408,2
What information can you get me on Fairground Park in St. Louis,Please provide some description .,2016,2
Why do heavier objects travel downhill faster ?,Please provide some description .,2796,2
What is the origin of the word `` pallbearer ? '',Please provide some description .,1615,2
What is the origin of the typing practice sentence `` Now is the time for all good men to come to the aid of their country '' ?,Please provide some description .,1968,2
How did the bikini bathing suite get its name ?,Please provide some description .,1651,2
What would happen to Canada if Quebec separated ?,Please provide some description .,2882,2
What is a gas release event ?,Please provide some description .,1017,2
What does Aaron mean ?,Please provide some description .,2684,2
What is an auto-commentary ?,Please provide some description .,2496,2
What was The Living Room War ?,Please provide some description .,2261,2
How would someone go about becoming an organ donor ?,Please provide some description .,1212,2
What causes rust ?,Please provide some description .,2318,2
Why do they call it a `` funny bone '' ?,Please provide some description .,675,2
What do insects do through their spiracles ?,Please provide some description .,2036,2
What is the history of yo-yos ?,Please provide some description .,2056,2
Where do rocks come from ?,Please provide some description .,2446,2
What is the difference between a generator and an alternator ?,Please provide some description .,17,2
What are the powers and weaknesses of Green Lantern 's ring ?,Please provide some description .,2089,2
What is a `` repeating voter '' ?,Please provide some description .,855,2
Why is Microsoft 's Windows 3 such a successful computer program ?,Please provide some description .,737,2
"What do the names Neil , Mary , and Anthony mean ?",Please provide some description .,1088,2
What is `` the computer for the rest of us '' ?,Please provide some description .,677,2
What is Betsy Ross famous for ?,Please provide some description .,555,2
Why are there no white lines on pro footballs ?,Please provide some description .,2430,2
"What was archy , and mehitabel ?",Please provide some description .,627,2
How do you identify prime numbers ?,Please provide some description .,1527,2
From what cause does tuberculosis stem ?,Please provide some description .,457,2
What is the difference between fatalism and determinism ?,Please provide some description .,2265,2
Why do they call a hamburger a hamburger when there is no ham ?,Please provide some description .,346,2
What are Maid-Rites ?,Please provide some description .,1065,2
What is splatterpunk ?,Please provide some description .,2282,2
What 's the claim to fame of night watchman Frank Wills ?,Please provide some description .,2461,2
What is ethology ?,Please provide some description .,725,2
What does Choo Choo Charlie say ?,Please provide some description .,1381,2
What happens when lightning strikes a body of water ?,Please provide some description .,1265,2
What is leukemia ?,Please provide some description .,2379,2
What is crabgrass ?,Please provide some description .,2143,2
What is titanium ?,Please provide some description .,210,2
What is the literal meaning of `` D-DAY '' ?,Please provide some description .,2718,2
What is the classic definition of tragic hero ?,Please provide some description .,148,2
"How can people from Ireland come to the U.S. , work , and then return to Ireland ?",Please provide some description .,2871,2
What is witch hazel ?,Please provide some description .,1826,2
How do I check if my modem is v.9 compatible ?,Please provide some description .,1191,2
What happened to Pompeii ?,Please provide some description .,1903,2
What caused an adjournment of the 25th anniversary session of the United Nations General Assembly ?,Please provide some description .,768,2
What is the origin of infinity ?,Please provide some description .,1986,2
What ever happened to the once popular Yale Lock Company ?,Please provide some description .,2626,2
What is the difference between optical and digital video ?,Please provide some description .,506,2
What are the words to the Canadian National anthem ?,Please provide some description .,573,2
What is `` snoogans '' ?,Please provide some description .,1758,2
What do pointed letters mean to a handwriting analyst ?,Please provide some description .,244,2
What is Shalom ?,Please provide some description .,90,2
What is the definition of low island ?,Please provide some description .,2858,2
What will a compass do in outer space ?,Please provide some description .,390,2
What does `` intractable plantar keratoma '' mean ?,Please provide some description .,2516,2
What is the definition of the term `` weapons system '' ?,Please provide some description .,2641,2
What is a transistor ?,Please provide some description .,1573,2
What will happen when sodium is put in water ?,Please provide some description .,965,2
What is Doegs ?,Please provide some description .,2424,2
What are boxcars ?,Please provide some description .,1169,2
How can I get someone 's phone number if I only have their screen name ?,Please provide some description .,1990,2
What is Margaret Thatcher known for ?,Please provide some description .,84,2
What is a tonne ?,Please provide some description .,882,2
How do cameras take pictures ?,Please provide some description .,2540,2
What is an urban legend ?,Please provide some description .,552,2
What does the name Calder mean ?,Please provide some description .,1268,2
How can you become an FBI agent ?,Please provide some description .,2768,2
What is goulash ?,Please provide some description .,1841,2
What is the Bernoulli Principle ?,Please provide some description .,822,2
How you can raise your IQ ?,Please provide some description .,1786,2
What facial feature typically contains about 55 hairs ?,Please provide some description .,2888,2
What are the side effects of mevacor ?,Please provide some description .,521,2
What is a Certified Nurse Midwife ?,Please provide some description .,876,2
What is endometriosis ?,Please provide some description .,1785,2
What was the effect of the Yalta Conference ?,Please provide some description .,846,2
What does the term 3 mean to a newspaper editor ?,Please provide some description .,2623,2
What was the Vietnam War ?,Please provide some description .,2694,2
What is the history of Valentine 's Day cards ?,Please provide some description .,2369,2
How is ` qigong ' properly pronounced ?,Please provide some description .,91,2
What is it like to experience a near death episode ?,Please provide some description .,2167,2
What is the origin of the term soda jerk ?,Please provide some description .,246,2
What steps can be taken to prevent diabetes ?,Please provide some description .,2173,2
Why was the L.A. office of Shea and Gould closed ?,Please provide some description .,714,2
How do you determine if a computer monitor has an SVGA adapter ?,Please provide some description .,1433,2
What is nuclear proliferation ?,Please provide some description .,1875,2
What is the origin of the Christmas tree ?,Please provide some description .,2592,2
How does the chain of command work inside an US army Apache helicopter ?,Please provide some description .,663,2
How do you make panoramic sugar eggs for Easter - the ones with the scene inside ?,Please provide some description .,1789,2
What is the difference between a classical and an acoustic guitar ?,Please provide some description .,2420,2
What is the difference between classical conditioning and operant conditioning ?,Please provide some description .,64,2
What is the origin of thank you notes ?,Please provide some description .,113,2
How does marl form and what mineral does it contain ?,Please provide some description .,666,2
Why did the chicken cross the road ?,Please provide some description .,349,2
How is the element strontium purified ?,Please provide some description .,2765,2
Why are the rooftops in Canada green ?,Please provide some description .,218,2
How do I find a web address for a company ?,Please provide some description .,1472,2
What is spaceball played on ?,Please provide some description .,2081,2
How do I start a web based business ?,Please provide some description .,1812,2
How do I log on to home page at Headquarters U.S. European Command ?,Please provide some description .,2203,2
What does Robert mean ?,Please provide some description .,1171,2
What are the medical purposes of `` clitoridectomy '' ?,Please provide some description .,225,2
Why did the Aztecs first think the Spanish were Gods ?,Please provide some description .,1589,2
What is usenet for the Internet ?,Please provide some description .,471,2
What is dry ice ?,Please provide some description .,1105,2
